Date,Control Point,Hong Kong Residents_Arrival,Mainland Visitors_Arrival,Other Visitors_Arrival,Hong Kong Residents_Departure,Mainland Visitors_Departure,Other Visitors_Departure
2020-09-27 00:00:00,Hong Kong-Zhuhai-Macao Bridge,51,5,2,51,2,0
2020-09-27 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-09-27 00:00:00,Man Kam To,0,0,0,0,0,0
2020-09-27 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-09-27 00:00:00,Shenzhen Bay,1073,147,4,308,40,9
2020-09-27 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-09-27 00:00:00,Harbour Control,0,0,0,0,0,0
2020-09-27 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-09-27 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-09-28 00:00:00,Airport,965,4,35,1019,12,40
2020-09-28 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-09-28 00:00:00,Hung Hom,0,0,0,0,0,0
2020-09-28 00:00:00,Lo Wu,0,0,0,0,0,0
2020-09-28 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-09-28 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-09-28 00:00:00,Hong Kong-Zhuhai-Macao Bridge,52,4,1,49,6,3
2020-09-28 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-09-28 00:00:00,Man Kam To,0,0,0,0,0,0
2020-09-28 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-09-28 00:00:00,Shenzhen Bay,882,116,5,426,31,9
2020-09-28 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-09-28 00:00:00,Harbour Control,0,0,0,0,0,0
2020-09-28 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-09-28 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-09-29 00:00:00,Airport,1224,11,30,1303,20,75
2020-09-29 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-09-29 00:00:00,Hung Hom,0,0,0,0,0,0
2020-09-29 00:00:00,Lo Wu,0,0,0,0,0,0
2020-09-29 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-09-29 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-09-29 00:00:00,Hong Kong-Zhuhai-Macao Bridge,81,6,5,78,3,8
2020-09-29 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-09-29 00:00:00,Man Kam To,0,0,0,0,0,0
2020-09-29 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-09-29 00:00:00,Shenzhen Bay,1010,124,4,411,48,4
2020-09-29 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-09-29 00:00:00,Harbour Control,0,0,0,0,0,0
2020-09-29 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-09-29 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-09-30 00:00:00,Airport,1678,3,28,992,18,49
2020-09-30 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-09-30 00:00:00,Hung Hom,0,0,0,0,0,0
2020-09-30 00:00:00,Lo Wu,0,0,0,0,0,0
2020-09-30 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-09-30 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-09-30 00:00:00,Hong Kong-Zhuhai-Macao Bridge,133,5,8,88,7,2
2020-09-30 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-09-30 00:00:00,Man Kam To,0,0,0,0,0,0
2020-09-30 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-09-30 00:00:00,Shenzhen Bay,1201,141,6,667,79,22
2020-09-30 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-09-30 00:00:00,Harbour Control,0,0,0,0,0,0
2020-09-30 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-09-30 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-01 00:00:00,Airport,898,4,34,1147,5,101
2020-10-01 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-01 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-01 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-01 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-01 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-01 00:00:00,Hong Kong-Zhuhai-Macao Bridge,58,4,76,80,10,2
2020-10-01 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-01 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-01 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-01 00:00:00,Shenzhen Bay,570,85,8,403,46,3
2020-10-01 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-01 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-01 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-01 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-02 00:00:00,Airport,677,4,43,960,19,66
2020-10-02 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-02 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-02 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-02 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-02 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-02 00:00:00,Hong Kong-Zhuhai-Macao Bridge,54,0,5,48,3,1
2020-10-02 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-02 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-02 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-02 00:00:00,Shenzhen Bay,946,150,2,388,60,6
2020-10-02 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-02 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-02 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-02 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-03 00:00:00,Airport,760,4,19,1051,21,58
2020-10-03 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-03 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-03 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-03 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-03 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-03 00:00:00,Hong Kong-Zhuhai-Macao Bridge,54,12,5,35,2,2
2020-10-03 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-03 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-03 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-03 00:00:00,Shenzhen Bay,937,170,6,182,31,3
2020-10-03 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-03 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-03 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-03 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-04 00:00:00,Airport,1030,3,59,846,8,44
2020-10-04 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-04 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-04 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-04 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-04 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-04 00:00:00,Hong Kong-Zhuhai-Macao Bridge,77,10,4,60,5,3
2020-10-04 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-04 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-04 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-04 00:00:00,Shenzhen Bay,1290,212,9,320,49,9
2020-10-04 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-04 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-04 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-04 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-05 00:00:00,Airport,731,2,33,717,13,34
2020-10-05 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-05 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-05 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-05 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-05 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-05 00:00:00,Hong Kong-Zhuhai-Macao Bridge,78,4,4,98,14,5
2020-10-05 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-05 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-05 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-05 00:00:00,Shenzhen Bay,927,137,2,450,77,6
2020-10-05 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-05 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-05 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-05 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-06 00:00:00,Airport,701,4,24,823,23,29
2020-10-06 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-06 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-06 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-06 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-06 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-06 00:00:00,Hong Kong-Zhuhai-Macao Bridge,66,3,1,160,7,0
2020-10-06 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-06 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-06 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-06 00:00:00,Shenzhen Bay,821,86,5,733,86,6
2020-10-06 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-06 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-06 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-06 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-07 00:00:00,Airport,525,1,26,621,11,38
2020-10-07 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-07 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-07 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-07 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-07 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-07 00:00:00,Hong Kong-Zhuhai-Macao Bridge,74,7,6,158,5,4
2020-10-07 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-07 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-07 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-07 00:00:00,Shenzhen Bay,602,77,3,998,171,7
2020-10-07 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-07 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-07 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-07 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-08 00:00:00,Airport,798,1,35,932,6,53
2020-10-08 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-08 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-08 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-08 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-08 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-08 00:00:00,Hong Kong-Zhuhai-Macao Bridge,76,2,2,165,14,2
2020-10-08 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-08 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-08 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-08 00:00:00,Shenzhen Bay,701,73,2,931,112,5
2020-10-08 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-08 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-08 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-08 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-09 00:00:00,Airport,793,5,37,790,45,26
2020-10-09 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-09 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-09 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-09 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-09 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-09 00:00:00,Hong Kong-Zhuhai-Macao Bridge,69,0,7,142,11,9
2020-10-09 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-09 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-09 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-09 00:00:00,Shenzhen Bay,811,99,1,767,104,11
2020-10-09 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-09 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-09 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-09 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-10 00:00:00,Airport,670,4,14,1028,30,26
2020-10-10 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-10 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-10 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-10 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-10 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-10 00:00:00,Hong Kong-Zhuhai-Macao Bridge,84,7,4,110,12,2
2020-10-10 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-10 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-10 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-10 00:00:00,Shenzhen Bay,1212,174,2,830,125,9
2020-10-10 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-10 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-10 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-10 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-11 00:00:00,Airport,1304,13,68,940,48,48
2020-10-11 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-11 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-11 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-11 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-11 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-11 00:00:00,Hong Kong-Zhuhai-Macao Bridge,82,8,3,70,10,0
2020-10-11 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-11 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-11 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-11 00:00:00,Shenzhen Bay,1370,157,3,430,106,5
2020-10-11 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-11 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-11 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-11 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-12 00:00:00,Airport,478,10,32,545,11,40
2020-10-12 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-12 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-12 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-12 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-12 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-12 00:00:00,Hong Kong-Zhuhai-Macao Bridge,61,6,2,103,6,1
2020-10-12 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-12 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-12 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-12 00:00:00,Shenzhen Bay,1169,133,5,643,73,5
2020-10-12 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-12 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-12 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-12 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-13 00:00:00,Airport,422,2,31,639,22,27
2020-10-13 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-13 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-13 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-13 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-13 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-13 00:00:00,Hong Kong-Zhuhai-Macao Bridge,0,0,0,0,0,0
2020-10-13 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-13 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-13 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-13 00:00:00,Shenzhen Bay,691,88,2,427,32,4
2020-10-13 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-13 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-13 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-13 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-14 00:00:00,Airport,564,4,30,656,21,31
2020-10-14 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-14 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-14 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-14 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-14 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-14 00:00:00,Hong Kong-Zhuhai-Macao Bridge,104,10,5,134,8,2
2020-10-14 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-14 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-14 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-14 00:00:00,Shenzhen Bay,1046,138,2,843,121,16
2020-10-14 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-14 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-14 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-14 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-15 00:00:00,Airport,984,3,53,1121,14,64
2020-10-15 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-15 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-15 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-15 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-15 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-15 00:00:00,Hong Kong-Zhuhai-Macao Bridge,111,4,4,164,7,8
2020-10-15 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-15 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-15 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-15 00:00:00,Shenzhen Bay,1204,164,3,807,110,5
2020-10-15 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-15 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-15 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-15 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-16 00:00:00,Airport,1153,5,49,927,30,42
2020-10-16 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-16 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-16 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-16 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-16 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-16 00:00:00,Hong Kong-Zhuhai-Macao Bridge,67,7,3,177,7,8
2020-10-16 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-16 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-16 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-16 00:00:00,Shenzhen Bay,950,138,3,1051,159,6
2020-10-16 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-16 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-16 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-16 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-17 00:00:00,Airport,824,8,9,996,27,48
2020-10-17 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-17 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-17 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-17 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-17 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-17 00:00:00,Hong Kong-Zhuhai-Macao Bridge,61,6,3,135,20,1
2020-10-17 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-17 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-17 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-17 00:00:00,Shenzhen Bay,985,173,5,860,129,4
2020-10-17 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-17 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-17 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-17 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-18 00:00:00,Airport,1057,13,52,822,26,38
2020-10-18 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-18 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-18 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-18 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-18 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-18 00:00:00,Hong Kong-Zhuhai-Macao Bridge,70,8,5,82,5,6
2020-10-18 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-18 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-18 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-18 00:00:00,Shenzhen Bay,1363,193,1,479,84,4
2020-10-18 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-18 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-18 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-18 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-19 00:00:00,Airport,462,2,31,613,8,28
2020-10-19 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-19 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-19 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-19 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-19 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-19 00:00:00,Hong Kong-Zhuhai-Macao Bridge,84,3,6,115,4,2
2020-10-19 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-19 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-19 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-19 00:00:00,Shenzhen Bay,1048,121,2,491,50,3
2020-10-19 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-19 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-19 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-19 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-20 00:00:00,Airport,512,5,16,842,10,93
2020-10-20 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-20 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-20 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-20 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-20 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-20 00:00:00,Hong Kong-Zhuhai-Macao Bridge,59,3,70,120,5,1
2020-10-20 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-20 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-20 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-20 00:00:00,Shenzhen Bay,934,148,7,731,83,4
2020-10-20 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-20 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-20 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-20 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-21 00:00:00,Airport,770,2,31,715,10,78
2020-10-21 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-21 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-21 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-21 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-21 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-21 00:00:00,Hong Kong-Zhuhai-Macao Bridge,49,10,7,172,11,2
2020-10-21 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-21 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-21 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-21 00:00:00,Shenzhen Bay,845,148,6,938,123,9
2020-10-21 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-21 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-21 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-21 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-22 00:00:00,Airport,517,2,34,661,7,43
2020-10-22 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-22 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-22 00:00:00,Lo Wu,0,0,0,0,0,0
2020-10-22 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-10-22 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2020-10-22 00:00:00,Hong Kong-Zhuhai-Macao Bridge,56,6,7,130,7,2
2020-10-22 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-10-22 00:00:00,Man Kam To,0,0,0,0,0,0
2020-10-22 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-10-22 00:00:00,Shenzhen Bay,810,156,2,725,102,4
2020-10-22 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-10-22 00:00:00,Harbour Control,0,0,0,0,0,0
2020-10-22 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-10-22 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-10-23 00:00:00,Airport,796,2,42,953,25,58
2020-10-23 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-10-23 00:00:00,Hung Hom,0,0,0,0,0,0
2020-10-23 00:00:00,Lo Wu,0,0,0,0,0,0
